objectid,identifier,negative number,title,date,searchable date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,ordering and permissions,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link,reference_url
"historicboise3956","C0010","","Toward the year 2000","1995; 1996; 1997; 1998; 1999","","1990s","Discussion of public policy and the future challanges toward the year 2000 held at the Student Union Building on April 8th -12th.","","Office of Continuing Education","","","Boise State University","public speaking; fields of study; workshops; academic affairs;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4153","4153","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4153","https://dcnb.github.io//bsu-demo/items/historicboise3956.html"
"historicboise3957","C0011","","Number 11","4/8/1980","","1980s","Dr. Wicklow-Howard discusses mushrooms and toadstools on April 8th at the Student Union Building. This event is part of the 11 University Lecture Series.","","Unknown","","","Boise State University","lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4154","4154","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4154","https://dcnb.github.io//bsu-demo/items/historicboise3957.html"
"historicboise3958","C0012","","Tard of the same old stuff","4/18/1980","","1980s","Invitation to join the Student Programs Board.","","Student Program Board","Student Program Board","","Boise State University","special programs; academic affairs;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4155","4155","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4155","https://dcnb.github.io//bsu-demo/items/historicboise3958.html"
"historicboise3959","C0013","","Women&#39;s Awareness Week","2/25/1985","","1980s","An ERA Debate, folk duo, and a film in honor of Women&#39;s Awareness Week on February 25th-29th at the Student Union Building.","","Student Programs Board","","","Boise State University","student orientation; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4156","4156","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4156","https://dcnb.github.io//bsu-demo/items/historicboise3959.html"
"historicboise3960","C0014","","Number 9","3/6/1980","","1980s","Dr. Jerry Tucker discusses the environment and education on March 6th at the Student Union Building. This event is part of the 11 University Lecture Series.","","Unknown","","","Boise State University","lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4157","4157","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4157","https://dcnb.github.io//bsu-demo/items/historicboise3960.html"
"historicboise3961","C0015","","Cinema","1995; 1996; 1997; 1998; 1999","","1990s","Showing of &quot;Capricorn One&quot; at the Student Union Building on March 7th and 9th. This event is part of the Cinema Series.","","Unknown","","","Boise State University","creative and performing arts; student life;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4158","4158","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4158","https://dcnb.github.io//bsu-demo/items/historicboise3961.html"
"historicboise3962","C0016","","War","3/10/1998","","1990s","Campus Forum regarding the American Draft with panelist who discuss specific perspectives of the war. This event was on March 10th at the Student Union Building.","","Campus Forum","Campus Forum","","Boise State University","public opinion; external perceptions; corporate culture;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4159","4159","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4159","https://dcnb.github.io//bsu-demo/items/historicboise3962.html"
"historicboise3963","C0017","","Drafting America?","3/10/1980","","1980s","Campus Forum on the draft and what it means to the youth. This event was held on March 10th at the Student Union Building.","","Campus Forum","Campus Forum","","Boise State University","political events; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4160","4160","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4160","https://dcnb.github.io//bsu-demo/items/historicboise3963.html"
"historicboise3964","C0018","","Number 7","2/6/1980","","1980s","Dr. Felix Heap discusses &quot;the evolution of Ideas and Images about St. Francis of Assis in Art&quot; at the Student Union Building on February 6th. This event is part of the 11 University Lecture Series.","","Unknown","","","Boise State University","lectures; events;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4161","4161","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4161","https://dcnb.github.io//bsu-demo/items/historicboise3964.html"
"historicboise3965","C0019","","Number 8","2/20/1980","","1980s","Uri Geller discusses the special powers he possessed and the secrecy behind it. This event was held at the Student Union Building on February 20th. This event is part of the 11 University Lecture Series.","","Unknown","","","Boise State University","lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4162","4162","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4162","https://dcnb.github.io//bsu-demo/items/historicboise3965.html"
"historicboise3966","C0020","","Number 6","1/23/1980","","1980s","Dr. Mamie Oliver discusses growth and family relationships on January 23rd at the Student Union Building. This event is part of the 11 University Lecture Series.","","Unknown","","","Boise State University","lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4163","4163","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4163","https://dcnb.github.io//bsu-demo/items/historicboise3966.html"
"historicboise3967","C0021","","Cinema","1980; 1981; 1982; 1983; 1984","","1980s","Showing of the &quot;Clockwork Orange&quot; at the Special Events Center on February 1-3. THis event is part of the Cinema Series.","","Unknown","","","Boise State University","creative and performing arts; student life;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4164","4164","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4164","https://dcnb.github.io//bsu-demo/items/historicboise3967.html"
"historicboise3968","C0022","","Introducing The New 1980-81 Student Body","1980; 1981","","1980s","Introduction of the new student body in 1980-81.","","Unknown","","","Boise State University","student government; students&#39; societies; student life;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4165","4165","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4165","https://dcnb.github.io//bsu-demo/items/historicboise3968.html"
"historicboise3969","C0023","","Saturday, November 9","11/9/1989","","1980s","Richard Brautigan discussing his books at the Student Union Building on November 9th.","","Student Program Board","","","Boise State University","books and reading; corporate culture;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4166","4166","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4166","https://dcnb.github.io//bsu-demo/items/historicboise3969.html"
"historicboise3970","C0024","","Wild Fling","4/30/1989","","1980s","Annual Spring Fling at the Julia Davis Park on April 30th.","","Student Program Boards","","","Boise State University","festivals; events;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4167","4167","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4167","https://dcnb.github.io//bsu-demo/items/historicboise3970.html"
"historicboise3971","C0025","","Matvei Finkel presents...","4/12/1989","","1980s","Matvei Finkel&#39;s personal view of Gorbachev&#39;s Russia.","","Student Program Boards","","","Boise State University","lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4168","4168","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4168","https://dcnb.github.io//bsu-demo/items/historicboise3971.html"
"historicboise3972","C0026","","The Killing Fields","3/10/1989","","1980s","Viewing of &quot;The Killing Fields&quot; followed with guest speaker Dith Pran, a survivor of the Killing Fields, on March 10th at the Student Union Building.","","Student Programs Board","Student Programs Board","","Boise State University","lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4169","4169","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4169","https://dcnb.github.io//bsu-demo/items/historicboise3972.html"
"historicboise3973","C0027","","Pablo Casals Trio","4/12/1989","","1980s","Pablo Casals Preforming a concert on April 12th at the special Events Center.","","Unknown","Student Program Board","","Boise State University","musical activities and groups; events;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4170","4170","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4170","https://dcnb.github.io//bsu-demo/items/historicboise3973.html"
"historicboise3974","C0028","","Crime &amp; Suspence Film Festival","1974; 1975; 1976; 1977","","1970s","Crime and Suspence films shown February 28th, March 1st &amp; 2nd at the student Union Building. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Program Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4171","4171","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4171","https://dcnb.github.io//bsu-demo/items/historicboise3974.html"
"historicboise3975","C0029","","Black History Festival","2/14/1989","","1980s","Celebration of Black History Month with several films shown in the Student Union Building. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Program Board","","Boise State University","events; motion pictures; forms genres;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4172","4172","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4172","https://dcnb.github.io//bsu-demo/items/historicboise3975.html"
"historicboise3976","C0030","","Epic Silent Film Festival","2/1/1989","","1980s","Showing of a series of silent films at the Student Union Building on January 31st, February 1 &amp; 2. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures; forms genres;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4173","4173","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4173","https://dcnb.github.io//bsu-demo/items/historicboise3976.html"
"historicboise3977","C0031","","The 50/50 Tour","10/27/1981","","1980s","The student Programs Board Presents The 50/50 Tour George Thorogood &amp; the destroyers stop No.5 Fresh off the Roling Stone Tour the Destroyers set out on their history making tour playing ALL 50 States in 50 Days Rolling Stone Magazine says; &quot;If Thorogood gave off any more energy the Gov&#39;t. would lock him in a lead barrel.&quot; Be a part of History The BSU SUB Ballroom Oct 27th at 9pm Students 8.00 General 10.00, Tickets available at the SUB Union Stations + Budget Tapes + Records","","Student Programs Board","Student Programs Board","","Boise State University","events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4174","4174","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4174","https://dcnb.github.io//bsu-demo/items/historicboise3977.html"
"historicboise3978","C0032","","Sharon Lund Living in the age of AIDS","10/20/1980","","1980s","Sharon Lund shares her story about living with a virus on October 20th at the Special Events Center.","","Unknown","Student Programs Board","","Boise State University","events; speeches;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4175","4175","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4175","https://dcnb.github.io//bsu-demo/items/historicboise3978.html"
"historicboise3979","C0033","","Over Exposure","1988","","1980s","Music and movies at the Special Events Center in July and August.","","Student Programs Board","Student Programs Board","","Boise State University","events; motion pictures;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4176","4176","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4176","https://dcnb.github.io//bsu-demo/items/historicboise3979.html"
"historicboise3980","C0034","","Over Exposure","1988","","1980s","Music and movies at the Special Events Center in June and July.","","Student Programs Board","Student Programs Board","","Boise State University","events; motion pictures;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4177","4177","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4177","https://dcnb.github.io//bsu-demo/items/historicboise3980.html"
"historicboise3981","C0035","","That Sinking Feeling","4/4/1988","","1980s","Showing of Bill Forsyth&#39;s movie part of the Reel 2 Real film Series on April 4th and 6th at the Student Union Building.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4178","4178","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4178","https://dcnb.github.io//bsu-demo/items/historicboise3981.html"
"historicboise3982","C0036","","Calcutta","4/18/1988","","1980s","Showing of Louis Malle&#39;s movie part of the Reel 2 Real Film Series on April 16th and 18th at the Student Union Building.","","Reel 2 Real Film Series","Student Boards Program","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4179","4179","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4179","https://dcnb.github.io//bsu-demo/items/historicboise3982.html"
"historicboise3983","C0037","","Heart Is A Lonely Hunter","2/7/1988","","1980s","Showing of &quot;Heart Is A Lonely Hunter&quot; on February 7th and 9th at the Student Union Building part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4180","4180","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4180","https://dcnb.github.io//bsu-demo/items/historicboise3983.html"
"historicboise3984","C0038","","Erendira","2/21/1988","","1980s","Showing of the film &quot;Erendira&quot; on February 21st and 23rd at the Student Union Building. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4181","4181","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4181","https://dcnb.github.io//bsu-demo/items/historicboise3984.html"
"historicboise3985","C0039","","African American History","2/25/1988","","1980s","Dr. Bridges discusses the contribution of African Americans in history at the Student Union Building on February 25th.","","Student Programs Board; Black Student Union","Studnet Programs Board","","Boise State University","events; speeches;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4182","4182","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4182","https://dcnb.github.io//bsu-demo/items/historicboise3985.html"
"historicboise3986","C0040","","Badlands","1/24/1988","","1980s","Showing of the film &quot;Badlands&quot; at the Student Union Building on January 24th and 26th. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4183","4183","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4183","https://dcnb.github.io//bsu-demo/items/historicboise3986.html"
"historicboise3987","C0041","","A New Movie...","12/6/1987","","1980s","Showing of &quot;Suburbia&quot; at the Student Union Building on December 6th and 8th. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4184","4184","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4184","https://dcnb.github.io//bsu-demo/items/historicboise3987.html"
"historicboise3988","C0042","","Double Feature","1/17/1988","","1980s","Showing of &quot;Repo Man&quot; and &quot; The American Friend&quot; at the Student Union Building on January 17th and 19th. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4185","4185","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4185","https://dcnb.github.io//bsu-demo/items/historicboise3988.html"
"historicboise3989","C0043","","Seeing Red","11/22/1987","","1980s","Showing of &quot;Big Brother Does Not Want You Seeing Red&quot; at the Student Union Building on November 22nd and 24th. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4186","4186","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4186","https://dcnb.github.io//bsu-demo/items/historicboise3989.html"
"historicboise3990","C0044","","Terms of Endearment","1988","","1980s","Showing of &quot;Terms of Endearment&quot; at the Student Union Building. This event is part of the Reel 2 Real Film Series.","","Reel 2Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4187","4187","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4187","https://dcnb.github.io//bsu-demo/items/historicboise3990.html"
"historicboise3991","C0045","","Mon Oncle","11/15/1987","","1980s","Showing of &quot;Mon Oncle&quot; at the student union building on November 15th and 17th. This event is part of the Reel 2 Real Film Series.","","Reel 2 Real Film Series","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4188","4188","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4188","https://dcnb.github.io//bsu-demo/items/historicboise3991.html"
"historicboise3992","C0046","","Horror Film Festival","10/19/1987","","1980s","Series of horror films shown at the Education Building on October 19th - 21st.","","Unknown","Student Programs Board","","Boise State University","events; motion pictures;","Education Building;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4189","4189","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4189","https://dcnb.github.io//bsu-demo/items/historicboise3992.html"
"historicboise3993","C0047","","Finals Relief","5/8/1987","","1980s","Series of events scheduled to relieve students from stress from finals.","","Unknown","Student Programs Boards","","Boise State University","student life; events;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4190","4190","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4190","https://dcnb.github.io//bsu-demo/items/historicboise3993.html"
"historicboise3994","C0048","","Free Coffehouse Concert!","4/14/1986","","1980s","Boden &amp; Zanetto perform Jazz in the Student Union Building on April 14th.","","Unknown","Student Programs Board","","Boise State University","events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4191","4191","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4191","https://dcnb.github.io//bsu-demo/items/historicboise3994.html"
"historicboise3995","C0049","","Pump up the Volume","4/3/1982","","1980s","Showing of the film &quot;Pump up the Volume&quot; at the Special Events Center on April 3rd.","","Student Programs Boards Films","Student Programs Boards","","Boise State University","events; motion pictures;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4192","4192","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4192","https://dcnb.github.io//bsu-demo/items/historicboise3995.html"
"historicboise3996","C0050","","Pink Floyd The Wall","4/10/1982","","1980s","Presentation of &quot;The Wall&quot; at the Special Events Center on April 10th.","","Student Programs Board Films","Student Programs Boards","","Boise State University","events; motion pictures;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4193","4193","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4193","https://dcnb.github.io//bsu-demo/items/historicboise3996.html"
"historicboise3997","C0051","","The Nell Shipman Silent Film Festival","1987","","1980s","Showing os a series of Nell Shipman Silent Films at the Hemingway Western Studies Center.","","Unknown","Student Programs Board","","Boise State University;","events; motion pictures;","Assembly Hall; Hemingway Western Studies Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4194","4194","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4194","https://dcnb.github.io//bsu-demo/items/historicboise3997.html"
"historicboise3998","C0052","","Boxing","3/15/1987","","1980s","Annual BSU St. Patrick&#39;s Day Smoker at the BSU Gym on March 15th.","","Multiple organizations","","","Boise State University","events; sports; boxing;","Gymnasium;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4195","4195","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4195","https://dcnb.github.io//bsu-demo/items/historicboise3998.html"
"historicboise3999","C0053","","Take your Sweetie","2/13/1987","","1980s","Showing of &quot;Misery&quot; on February 13th.","","Unknown","Student Programs Board","","Boise State University","events; motion pictures;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4196","4196","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4196","https://dcnb.github.io//bsu-demo/items/historicboise3999.html"
