objectid,identifier,negative number,title,datenote,date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,rightsstatement,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link
historicboise4517,9162 Drawer 5 Box 3 009,,Spring Fling bottle opener,,1992,1990s,Spring Fling bottle opener,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Office supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4715,4715,4650.jpg,/archives/image/4650.jpg
historicboise4518,9162 Drawer 5 Box 3 010,,Spring Fling bottle opener,,1990,1990s,Spring Fling bottle opener,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Office supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4716,4716,4651.jpg,/archives/image/4651.jpg
historicboise4519,9162 Drawer 5 Box 2 004,,Student Housing lanyard,,1990; 1991; 1992; 1993; 1994; 1995,1990s,Orange Student Housing lanyard,,Boise State University,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,School supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4717,4717,4652.jpg,/archives/image/4652.jpg
historicboise4520,9162 Drawer 5 Box 4 001,,Student Involvement and Leadership Center clip,,1998; 1999; 2000; 2001; 2002,1990s,Student Involvement and Leadership Center clip,,Boise State University,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Office supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4718,4718,4653.jpg,/archives/image/4653.jpg
historicboise4521,9162 Drawer 3 Box 1 002,,Student Programs Board Frisbee,,1995; 1996; 1997; 1998; 1999,1990s,Orange Student Programs Board Frisbee,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Toys;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4719,4719,4654.jpg,/archives/image/4654.jpg
historicboise4522,9162 Drawer 2 Box 2 003,,Student Programs Board kazoo,,1990; 1991; 1992; 1993; 1994; 1995,1990s,Blue Student Programs Board kazoo,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Toys;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4720,4720,4655.jpg,/archives/image/4655.jpg
historicboise4523,9162 Drawer 5 Box 3 001,,Student Programs Board key chain,,1982; 1983; 1984; 1985; 1986; 1987,1980s,White Student Programs Board key chain.,,Boise State University,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Office supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4721,4721,4656.jpg,/archives/image/4656.jpg
historicboise4524,9162 Drawer 5 Box 2 006,,Student Programs Board lanyard,,1991,1990s,Home Student Programs Board lanyard,,Boise State University,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,School supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4722,4722,4657.jpg,/archives/image/4657.jpg
historicboise4525,9162 Drawer 5 Box 3 011,,Student Programs Board laser pointer,,2000; 2001; 2002; 2003; 2004,2000s,Student Programs Board laser pointer,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Office supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4723,4723,4658.jpg,/archives/image/4658.jpg
historicboise4526,9162 Drawer 4 Box 3 002,,Student Programs Board shot glass,,1997; 1998; 1999,1990s,Student Programs Board shot glass,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,"Cups, mugs, and glasses;",,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4724,4724,4659.jpg,/archives/image/4659.jpg
historicboise4527,9162 Drawer 2 Box 2 001,,Student Programs Board yo yo,,1990; 1991; 1992; 1993; 1994; 1995,1990s,Yellow Student Programs Board yo yo,,Student Programs Board,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Toys;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4725,4725,4660.jpg,/archives/image/4660.jpg
historicboise4528,9162 Drawer 5 Box 4 002,,Student Union luggage tag,,1992; 1993; 1994; 1995; 1996; 1997,1990s,Student Union Building luggage tag,,Boise State University,,,Boise State University,ephemera,Student Union (1967- );,,,,Boise (Idaho),Image:StillImage,School supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4726,4726,4661.jpg,/archives/image/4661.jpg
historicboise4529,9162 Drawer 1 Box 4 002,,Toy football,,1995; 1996; 1997,1990s,Blue toy football,,Boise State University,,,Boise State University,sports; ephemera,,,,,Boise (Idaho),Image:StillImage,Toys;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4727,4727,4662.jpg,/archives/image/4662.jpg
historicboise4530,9162 Drawer 1 Box 4 003,,Toy football,,1995; 1996; 1997,1990s,Orange toy football,,Boise State University,,,Boise State University,sports; ephemera,,,,,Boise (Idaho),Image:StillImage,Toys;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4728,4728,4663.jpg,/archives/image/4663.jpg
historicboise4531,9162 Drawer 4 Box 1 005,,Vagina monologs chocolate candy,,2005,2000s,Vagina monologs chocolate candy,,Boise State University,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,Food and beverages;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4729,4729,4664.jpg,/archives/image/4664.jpg
historicboise4532,9162 Drawer 4 Box 2 002,,Valkyries patch,,1960; 1961; 1962; 1963; 1964,1960s,Valkyries patch,,Valkyries,,,Boise State University,souvenirs; students' societies;,,,Valkyries;,,Boise (Idaho),Image:StillImage,Patches,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4730,4730,4665.jpg,/archives/image/4665.jpg
historicboise4533,9162 Drawer 5 Box 4 005,,Volunteer Services Board bag clip,,1992; 1993; 1994; 1995; 1996; 1997,1990s,Volunteer Services Board bag clip,,Boise State University,,,Volunteer Services Board,ephemera,,,,,Boise (Idaho),Image:StillImage,Office supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4731,4731,4666.jpg,/archives/image/4666.jpg
historicboise4534,9162 Drawer 5 Box 1 004,,Women's empowerment cards,,2004; 2005; 2006; 2007,2000s,Women's empowerment cards key chain with tips for avoiding sexual assaults.,,Boise State University,,,Boise State University,ephemera,,,,,Boise (Idaho),Image:StillImage,School supplies;,,image/jpeg,Boise State University Library Special Collections and Archives,eng,University Archives: Memorabilia,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/19/2017,4/19/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4732,4732,4667.jpg,/archives/image/4667.jpg
historicboise4535,AR 029365,,Chaffee Hall,1967 ca.,1965; 1966; 1967; 1968; 1969; 1970; 1971; 1972; 1973; 1974; 1975,1960s,"Sign for Chaffee Hall, a dormitory built in 1967 originally to house 300 male students. It is named in honor of former University President Eugene Chaffee.",,Boise College,"Boise State University Library, Special Collections",,Boise State University; Dormitories; Signs (Notices);,dormitories,Chaffee Hall;,"Chaffee, Eugene B.;",,,Boise (Idaho),Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,6/28/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4733,4733,4734.jp2,/archives/image/4734.jp2
historicboise4536,AR 02966,,Founders Leadership Society Class of 2009,2009,2009,2000s,"The Founders Leadership Society was established to recognize graduating students for their outstanding leadership involvement, both on campus and in the community. Induction into the prestigious society will provide students with opportunities to mentor other students and to participate in meaningful activities to enhance their personal and professional leadership growth beyond graduation. Criteria for the award include leadership skills, commitment to service, an appreciation for diversity and academic achievement.",,Photographic Services,"Boise State University Library, Special Collections",,,,,,,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4734,4734,4735.jp2,/archives/image/4735.jp2
historicboise4537,AR 02967,,Student Alumni Association 2002-2003,2003,2003,2000s,The members of the Student Alumni Association for the 2002-2003 school year.,,Photographic Services,"Boise State University Library, Special Collections",,Students,alumni and alumnae; students;,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4735,4735,4736.jp2,/archives/image/4736.jp2
historicboise4538,AR 02968,,Founders Leadership Society Class of 2005,2005,2005,2000s,"The Founders Leadership Society was established to recognize graduating students for their outstanding leadership involvement, both on campus and in the community. Induction into the prestigious society will provide students with opportunities to mentor other students and to participate in meaningful activities to enhance their personal and professional leadership growth beyond graduation. Criteria for the award include leadership skills, commitment to service, an appreciation for diversity and academic achievement.",,Photographic Services,"Boise State University Library, Special Collections",,,,,,,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4736,4736,4737.jp2,/archives/image/4737.jp2
historicboise4539,AR 029394,,Fall of the Loggers Float,1949,1948; 1949,1940s,The Women's Athletic Association created and decorated a float for Fall of the Loggers.,,Boise Junior College,"Boise State University Library, Special Collections","1949 Les Bois, page 67",Women athletes; Parades;,athletic competitions; athletes;,,,,,Boise (Idaho),Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/21/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4737,4737,4738.jp2,/archives/image/4738.jp2
historicboise4540,AR 029386,,Boise State defeats University of Idaho,11-Sep-71,9/11/1971,1970s,"Sign celebrating Boise State College's victory 42-14 over University of Idaho in football in the first meeting between the two schools on September 11, 1971.",,,"Boise State University Library, Special Collections",,Football; Signs (Notices);,football;,,,,Football games;,Boise (Idaho),Image:StillImage,b/w photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4738,4738,4739.jp2,/archives/image/4739.jp2
historicboise4541,AR 029385,,Distinguished Alumni and Top 10 Scholars Banquet,1995,1995,1990s,Awards banquet for 1995 Distinguished Alumni and Top Ten Scholars.,,,"Boise State University Library, Special Collections",,,,,,Alumni Association;,Commencement,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4739,4739,4740.jp2,/archives/image/4740.jp2
historicboise4542,AR 029384,,Jackie Cassell Retirement,1995,1995,1990s,Retirement party for Jackie Cassell.,,,"Boise State University Library, Special Collections",,,,,,,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4740,4740,4741.jp2,/archives/image/4741.jp2
historicboise4543,AR 029383,,Distinguished Alumni and Top 10 Scholars Banquet.,1995,1995,1990s,Awards banquet for 1995 Distinguished Alumni and Top Ten Scholars,,,"Boise State University Library, Special Collections",,,,,,Alumni Association;,Commencement,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4741,4741,4742.jp2,/archives/image/4742.jp2
historicboise4544,AR 029382,,Student Alumni Association,2006 ca.,2000; 2001; 2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009; 2010,2000s,The members of the Student Alumni Association for an unknown school year.,,,"Boise State University Library, Special Collections",,Students,alumni and alumnae; students;,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4742,4742,4743.jp2,/archives/image/4743.jp2
historicboise4545,AR 029381,,Student Alumni Association 2004-2005,2005,2005,2000s,The members of the Student Alumni Association for the 2004-2005 school year.,,,"Boise State University Library, Special Collections",,Students,alumni and alumnae; students;,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4743,4743,4744.jp2,/archives/image/4744.jp2
historicboise4546,AR 029380,,Patrick Sullivan,1995,1995,1990s,Patrick Sullivan was Alumni Association President in 1995.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4744,4744,4745.jp2,/archives/image/4745.jp2
historicboise4547,AR 029379,,Anne G. Glass,1996,1996,1990s,Anne G. Glass was Alumni Association President in 1996.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4745,4745,4746.jp2,/archives/image/4746.jp2
historicboise4548,AR 029378,,Candice Allphin,2000,2000,2000s,Candice Allphin was Alumni Association President in 2000.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4746,4746,4747.jp2,/archives/image/4747.jp2
historicboise4549,AR 029377,,Michael Adcox,1998,1998,1990s,Michael Adcox was Alumni Association President in 1998.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4747,4747,4748.jp2,/archives/image/4748.jp2
historicboise4550,AR 029376,,Mark Dunham,2001,2001,2000s,Mark Dunham was Alumni Association President in 2001.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4748,4748,4749.jp2,/archives/image/4749.jp2
historicboise4551,AR 029375,,Ann Hester,1994,1994,1990s,Ann Hester was Alumni Association President in 1994.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4749,4749,4750.jp2,/archives/image/4750.jp2
historicboise4552,AR 029374,,Joel Hickman,1999,1999,1990s,Joel Hickman was Alumni Association President in 1999.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4750,4750,4751.jp2,/archives/image/4751.jp2
historicboise4553,AR 029373,,James Davis,1997,1997,1990s,James Davis was Alumni Association President in 1997.,,,"Boise State University Library, Special Collections",,Alumni & alumnae,alumni and alumnae,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4751,4751,4752.jp2,/archives/image/4752.jp2
historicboise4554,AR 02972,,Student Alumni Association 2003-2004,2004,2004,2000s,The members of the Student Alumni Association for the 2003-2004 school year.,,,"Boise State University Library, Special Collections",,Alumni & alumnae; Students,alumni and alumnae; students;,,,Alumni Association;,,Boise (Idaho),Image:StillImage,color photo,,image/jpeg,"Boise State University Library, Special Collections and Archives",,University Archives,"The contents of this item, including all images and text, are for personal, educational, and non-commercial use only. The contents of this item may not be reproduced in any form without the express permission of Boise State University Special Collections and Archives. For permissions or to place an order, please contact the Head of Special Collections and Archives at (208) 426-3958 or archives@boisestate.edu.",,,,4/20/2017,4/20/2017,http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4752,4752,4753.jp2,/archives/image/4753.jp2
